id;taxonRank;taxonomicStatus;publishingCountry;hasCoordinate;hasGeospatialIssues
0;GENUS;DOUBTFUL;BR;TRUE;TRUE
1;SPECIES;ACCEPTED;BR;TRUE;FALSE
2;SPECIES;ACCEPTED;BR;TRUE;FALSE
3;GENUS;DOUBTFUL;BR;TRUE;TRUE
4;GENUS;DOUBTFUL;BR;TRUE;TRUE
5;GENUS;ACCEPTED;BR;FALSE;FALSE
6;SPECIES;ACCEPTED;BR;TRUE;FALSE
7;SPECIES;ACCEPTED;BR;FALSE;FALSE
8;GENUS;DOUBTFUL;BR;TRUE;TRUE
9;GENUS;DOUBTFUL;BR;TRUE;TRUE
10;KINGDOM;;BR;TRUE;FALSE
11;GENUS;DOUBTFUL;BR;TRUE;TRUE
12;GENUS;DOUBTFUL;BR;TRUE;TRUE
13;SPECIES;ACCEPTED;BR;TRUE;FALSE
14;GENUS;DOUBTFUL;BR;TRUE;TRUE
15;GENUS;ACCEPTED;BR;FALSE;FALSE
16;SPECIES;ACCEPTED;BR;TRUE;FALSE
17;SPECIES;ACCEPTED;BR;TRUE;FALSE
18;SPECIES;ACCEPTED;BR;TRUE;FALSE
19;GENUS;DOUBTFUL;BR;TRUE;TRUE
20;SPECIES;ACCEPTED;BR;TRUE;FALSE
21;SPECIES;ACCEPTED;BR;FALSE;FALSE
22;GENUS;DOUBTFUL;BR;TRUE;TRUE
23;GENUS;ACCEPTED;BR;FALSE;FALSE
24;GENUS;ACCEPTED;BR;FALSE;FALSE
25;GENUS;DOUBTFUL;BR;TRUE;TRUE
26;SPECIES;ACCEPTED;BR;TRUE;FALSE
27;GENUS;DOUBTFUL;BR;TRUE;TRUE
28;GENUS;DOUBTFUL;BR;TRUE;TRUE
29;GENUS;DOUBTFUL;BR;TRUE;TRUE
30;SPECIES;ACCEPTED;BR;FALSE;FALSE
31;SPECIES;ACCEPTED;BR;FALSE;FALSE
32;GENUS;DOUBTFUL;BR;TRUE;TRUE
33;KINGDOM;;BR;TRUE;FALSE
34;GENUS;DOUBTFUL;BR;TRUE;TRUE
35;SPECIES;ACCEPTED;BR;TRUE;FALSE
36;GENUS;DOUBTFUL;BR;TRUE;TRUE
37;GENUS;DOUBTFUL;BR;TRUE;TRUE
38;SPECIES;ACCEPTED;BR;TRUE;FALSE
39;SPECIES;ACCEPTED;BR;TRUE;FALSE
40;GENUS;DOUBTFUL;BR;TRUE;TRUE
41;SPECIES;ACCEPTED;BR;TRUE;FALSE
42;SPECIES;ACCEPTED;BR;FALSE;FALSE
43;SPECIES;ACCEPTED;BR;FALSE;FALSE
44;GENUS;DOUBTFUL;BR;TRUE;TRUE
45;SPECIES;ACCEPTED;BR;FALSE;FALSE
46;GENUS;DOUBTFUL;BR;TRUE;TRUE
47;GENUS;DOUBTFUL;BR;TRUE;TRUE
48;GENUS;DOUBTFUL;BR;TRUE;TRUE
49;GENUS;DOUBTFUL;BR;TRUE;TRUE
50;SPECIES;ACCEPTED;BR;TRUE;FALSE
51;SPECIES;ACCEPTED;BR;TRUE;FALSE
52;SPECIES;ACCEPTED;BR;TRUE;FALSE
53;SPECIES;DOUBTFUL;BR;TRUE;FALSE
54;GENUS;DOUBTFUL;BR;TRUE;TRUE
55;GENUS;DOUBTFUL;BR;TRUE;TRUE
56;GENUS;ACCEPTED;BR;FALSE;FALSE
57;GENUS;ACCEPTED;BR;FALSE;FALSE
58;GENUS;DOUBTFUL;BR;TRUE;TRUE
59;SPECIES;ACCEPTED;BR;TRUE;FALSE
60;GENUS;DOUBTFUL;BR;TRUE;TRUE
61;GENUS;DOUBTFUL;BR;TRUE;TRUE
62;SPECIES;ACCEPTED;BR;TRUE;FALSE
63;GENUS;DOUBTFUL;BR;TRUE;TRUE
64;SPECIES;ACCEPTED;BR;FALSE;FALSE
65;GENUS;ACCEPTED;BR;FALSE;FALSE
66;SPECIES;ACCEPTED;BR;FALSE;FALSE
67;GENUS;DOUBTFUL;BR;TRUE;TRUE
68;GENUS;ACCEPTED;BR;FALSE;FALSE
69;GENUS;ACCEPTED;BR;TRUE;FALSE
70;GENUS;DOUBTFUL;BR;TRUE;TRUE
71;SPECIES;ACCEPTED;BR;FALSE;FALSE
72;SPECIES;ACCEPTED;BR;TRUE;FALSE
73;SPECIES;ACCEPTED;BR;TRUE;FALSE
74;SPECIES;ACCEPTED;BR;FALSE;FALSE
75;SPECIES;ACCEPTED;BR;TRUE;FALSE
76;SPECIES;SYNONYM;BR;TRUE;FALSE
77;SPECIES;ACCEPTED;BR;TRUE;FALSE
78;SPECIES;ACCEPTED;BR;TRUE;FALSE
79;SPECIES;ACCEPTED;BR;TRUE;FALSE
80;GENUS;DOUBTFUL;BR;TRUE;TRUE
81;GENUS;DOUBTFUL;BR;TRUE;TRUE
82;GENUS;DOUBTFUL;BR;TRUE;TRUE
83;GENUS;DOUBTFUL;BR;TRUE;TRUE
84;GENUS;DOUBTFUL;BR;TRUE;TRUE
85;GENUS;DOUBTFUL;BR;TRUE;TRUE
86;GENUS;ACCEPTED;BR;FALSE;FALSE
87;SPECIES;ACCEPTED;BR;TRUE;FALSE
88;SPECIES;ACCEPTED;BR;TRUE;FALSE
89;GENUS;ACCEPTED;BR;FALSE;FALSE
90;SPECIES;ACCEPTED;BR;TRUE;FALSE
91;SPECIES;ACCEPTED;BR;TRUE;FALSE
92;GENUS;DOUBTFUL;BR;TRUE;TRUE
93;SPECIES;ACCEPTED;BR;FALSE;FALSE
94;SPECIES;ACCEPTED;BR;TRUE;FALSE
95;GENUS;DOUBTFUL;BR;TRUE;TRUE
96;SPECIES;ACCEPTED;BR;FALSE;FALSE
97;GENUS;ACCEPTED;BR;FALSE;FALSE
98;GENUS;DOUBTFUL;BR;TRUE;TRUE
99;GENUS;DOUBTFUL;BR;TRUE;TRUE
100;GENUS;DOUBTFUL;BR;TRUE;TRUE
101;GENUS;DOUBTFUL;BR;TRUE;TRUE
102;GENUS;DOUBTFUL;BR;TRUE;TRUE
103;GENUS;DOUBTFUL;BR;TRUE;TRUE
104;SPECIES;ACCEPTED;BR;TRUE;FALSE
105;GENUS;ACCEPTED;BR;FALSE;FALSE
106;GENUS;ACCEPTED;BR;FALSE;FALSE
107;SPECIES;ACCEPTED;BR;TRUE;FALSE
108;SPECIES;ACCEPTED;BR;TRUE;FALSE
109;SPECIES;ACCEPTED;BR;FALSE;FALSE
110;GENUS;DOUBTFUL;BR;TRUE;TRUE
111;GENUS;ACCEPTED;BR;FALSE;FALSE
112;GENUS;ACCEPTED;BR;FALSE;FALSE
113;SPECIES;ACCEPTED;BR;FALSE;FALSE
114;SPECIES;ACCEPTED;BR;TRUE;FALSE
115;SPECIES;ACCEPTED;BR;TRUE;FALSE
116;SPECIES;ACCEPTED;BR;FALSE;FALSE
117;GENUS;ACCEPTED;BR;FALSE;FALSE
118;GENUS;DOUBTFUL;BR;TRUE;FALSE
119;GENUS;DOUBTFUL;BR;TRUE;TRUE
120;GENUS;DOUBTFUL;BR;TRUE;TRUE
121;GENUS;DOUBTFUL;BR;TRUE;TRUE
122;GENUS;DOUBTFUL;BR;TRUE;TRUE
123;GENUS;DOUBTFUL;BR;TRUE;TRUE
124;GENUS;DOUBTFUL;BR;TRUE;TRUE
125;GENUS;ACCEPTED;BR;FALSE;FALSE
126;GENUS;DOUBTFUL;BR;TRUE;TRUE
127;GENUS;ACCEPTED;BR;FALSE;FALSE
128;GENUS;ACCEPTED;BR;TRUE;FALSE
129;GENUS;DOUBTFUL;BR;TRUE;TRUE
130;SPECIES;ACCEPTED;BR;TRUE;FALSE
131;GENUS;DOUBTFUL;BR;TRUE;TRUE
132;GENUS;DOUBTFUL;BR;TRUE;TRUE
133;GENUS;DOUBTFUL;BR;TRUE;TRUE
134;GENUS;DOUBTFUL;BR;TRUE;TRUE
135;GENUS;ACCEPTED;BR;FALSE;FALSE
136;SPECIES;ACCEPTED;BR;FALSE;FALSE
137;SPECIES;ACCEPTED;BR;TRUE;FALSE
138;GENUS;ACCEPTED;BR;FALSE;FALSE
139;GENUS;DOUBTFUL;BR;TRUE;TRUE
140;GENUS;DOUBTFUL;BR;TRUE;TRUE
141;GENUS;DOUBTFUL;BR;TRUE;TRUE
142;GENUS;DOUBTFUL;BR;TRUE;TRUE
143;GENUS;DOUBTFUL;BR;TRUE;TRUE
144;SPECIES;ACCEPTED;BR;TRUE;FALSE
145;GENUS;DOUBTFUL;BR;FALSE;FALSE
146;SPECIES;ACCEPTED;BR;TRUE;FALSE
147;GENUS;DOUBTFUL;BR;TRUE;TRUE
148;GENUS;DOUBTFUL;BR;TRUE;TRUE
149;GENUS;DOUBTFUL;BR;TRUE;TRUE
150;SPECIES;SYNONYM;BR;TRUE;FALSE
151;SPECIES;ACCEPTED;BR;FALSE;FALSE
152;GENUS;DOUBTFUL;BR;TRUE;TRUE
153;SPECIES;DOUBTFUL;BR;TRUE;FALSE
154;SPECIES;DOUBTFUL;BR;TRUE;FALSE
155;GENUS;ACCEPTED;BR;FALSE;FALSE
156;SPECIES;ACCEPTED;BR;TRUE;FALSE
157;SPECIES;ACCEPTED;BR;FALSE;FALSE
158;GENUS;ACCEPTED;BR;FALSE;FALSE
159;GENUS;DOUBTFUL;BR;TRUE;TRUE
160;GENUS;DOUBTFUL;BR;TRUE;FALSE
161;SPECIES;ACCEPTED;BR;TRUE;FALSE
162;GENUS;DOUBTFUL;BR;TRUE;TRUE
163;GENUS;DOUBTFUL;BR;TRUE;TRUE
164;GENUS;DOUBTFUL;BR;TRUE;TRUE
165;SPECIES;ACCEPTED;BR;TRUE;FALSE
166;GENUS;ACCEPTED;BR;FALSE;FALSE
167;GENUS;DOUBTFUL;BR;TRUE;TRUE
168;GENUS;ACCEPTED;BR;FALSE;FALSE
169;SPECIES;ACCEPTED;BR;TRUE;FALSE
170;SPECIES;ACCEPTED;BR;FALSE;FALSE
171;GENUS;DOUBTFUL;BR;TRUE;TRUE
172;GENUS;DOUBTFUL;BR;TRUE;TRUE
173;KINGDOM;;BR;TRUE;FALSE
174;SPECIES;ACCEPTED;BR;TRUE;FALSE
175;SPECIES;ACCEPTED;BR;FALSE;FALSE
176;GENUS;DOUBTFUL;BR;TRUE;TRUE
177;GENUS;DOUBTFUL;BR;TRUE;TRUE
178;CLASS;SYNONYM;BR;FALSE;FALSE
179;SPECIES;ACCEPTED;BR;TRUE;FALSE
180;SPECIES;SYNONYM;BR;TRUE;FALSE
181;GENUS;DOUBTFUL;BR;TRUE;TRUE
182;SPECIES;ACCEPTED;BR;TRUE;FALSE
183;SPECIES;ACCEPTED;BR;TRUE;FALSE
184;GENUS;ACCEPTED;BR;FALSE;FALSE
185;GENUS;DOUBTFUL;BR;TRUE;TRUE
186;SPECIES;ACCEPTED;BR;FALSE;FALSE
187;CLASS;ACCEPTED;BR;FALSE;FALSE
188;GENUS;ACCEPTED;BR;FALSE;FALSE
189;GENUS;DOUBTFUL;BR;TRUE;TRUE
190;GENUS;DOUBTFUL;BR;TRUE;TRUE
191;GENUS;DOUBTFUL;BR;TRUE;TRUE
192;GENUS;DOUBTFUL;BR;TRUE;TRUE
193;GENUS;DOUBTFUL;BR;TRUE;TRUE
194;SPECIES;ACCEPTED;BR;TRUE;FALSE
195;GENUS;DOUBTFUL;BR;TRUE;TRUE
196;GENUS;DOUBTFUL;BR;TRUE;TRUE
197;SPECIES;ACCEPTED;BR;FALSE;FALSE
198;SPECIES;ACCEPTED;BR;FALSE;FALSE
199;SPECIES;ACCEPTED;BR;FALSE;FALSE
200;SPECIES;ACCEPTED;BR;TRUE;FALSE
201;SPECIES;SYNONYM;BR;TRUE;FALSE
202;GENUS;DOUBTFUL;BR;TRUE;TRUE
203;SPECIES;ACCEPTED;BR;TRUE;FALSE
204;GENUS;ACCEPTED;BR;FALSE;FALSE
205;SPECIES;ACCEPTED;BR;TRUE;FALSE
206;SPECIES;ACCEPTED;BR;FALSE;FALSE
207;GENUS;DOUBTFUL;BR;TRUE;TRUE
208;SPECIES;ACCEPTED;BR;TRUE;FALSE
209;SPECIES;ACCEPTED;BR;TRUE;FALSE
210;SPECIES;ACCEPTED;BR;FALSE;FALSE
211;GENUS;DOUBTFUL;BR;TRUE;TRUE
212;GENUS;ACCEPTED;BR;FALSE;FALSE
213;SPECIES;ACCEPTED;BR;FALSE;FALSE
214;GENUS;DOUBTFUL;BR;TRUE;TRUE
215;GENUS;DOUBTFUL;BR;TRUE;TRUE
216;GENUS;DOUBTFUL;BR;TRUE;TRUE
217;SPECIES;SYNONYM;BR;TRUE;FALSE
218;GENUS;DOUBTFUL;BR;TRUE;TRUE
219;SPECIES;ACCEPTED;BR;TRUE;FALSE
220;SPECIES;ACCEPTED;BR;TRUE;FALSE
221;SPECIES;DOUBTFUL;BR;TRUE;FALSE
222;GENUS;DOUBTFUL;BR;TRUE;TRUE
223;GENUS;ACCEPTED;BR;FALSE;FALSE
224;SPECIES;ACCEPTED;BR;FALSE;FALSE
225;SPECIES;ACCEPTED;BR;TRUE;FALSE
226;SPECIES;ACCEPTED;BR;TRUE;FALSE
227;GENUS;DOUBTFUL;BR;TRUE;TRUE
228;GENUS;ACCEPTED;BR;FALSE;FALSE
229;SPECIES;ACCEPTED;BR;TRUE;FALSE
230;SPECIES;ACCEPTED;BR;TRUE;FALSE
231;SPECIES;ACCEPTED;BR;TRUE;FALSE
232;SPECIES;ACCEPTED;BR;TRUE;FALSE
233;SPECIES;ACCEPTED;BR;FALSE;FALSE
234;GENUS;ACCEPTED;BR;FALSE;FALSE
235;GENUS;DOUBTFUL;BR;TRUE;FALSE
236;SPECIES;ACCEPTED;BR;TRUE;FALSE
237;GENUS;ACCEPTED;BR;FALSE;FALSE
238;GENUS;DOUBTFUL;BR;TRUE;TRUE
239;SPECIES;ACCEPTED;BR;FALSE;FALSE
240;GENUS;DOUBTFUL;BR;TRUE;TRUE
241;GENUS;DOUBTFUL;BR;TRUE;TRUE
242;GENUS;DOUBTFUL;BR;TRUE;TRUE
243;SPECIES;ACCEPTED;BR;FALSE;FALSE
244;GENUS;DOUBTFUL;BR;TRUE;TRUE
245;GENUS;DOUBTFUL;BR;TRUE;TRUE
246;GENUS;ACCEPTED;BR;FALSE;FALSE
247;GENUS;DOUBTFUL;BR;TRUE;TRUE
248;SPECIES;ACCEPTED;BR;TRUE;FALSE
249;GENUS;DOUBTFUL;BR;TRUE;TRUE
250;GENUS;ACCEPTED;BR;FALSE;FALSE
251;GENUS;DOUBTFUL;BR;TRUE;TRUE
252;SPECIES;ACCEPTED;BR;TRUE;FALSE
253;SPECIES;ACCEPTED;BR;TRUE;FALSE
254;GENUS;DOUBTFUL;BR;TRUE;TRUE
255;SPECIES;ACCEPTED;BR;TRUE;FALSE
256;GENUS;ACCEPTED;BR;FALSE;FALSE
257;GENUS;ACCEPTED;BR;FALSE;FALSE
258;GENUS;DOUBTFUL;BR;TRUE;TRUE
259;GENUS;DOUBTFUL;BR;TRUE;TRUE
260;GENUS;DOUBTFUL;BR;TRUE;TRUE
261;SPECIES;ACCEPTED;BR;FALSE;FALSE
262;SPECIES;ACCEPTED;BR;FALSE;FALSE
263;SPECIES;ACCEPTED;BR;TRUE;FALSE
264;SPECIES;ACCEPTED;BR;FALSE;FALSE
265;SPECIES;ACCEPTED;BR;TRUE;FALSE
266;GENUS;DOUBTFUL;BR;TRUE;TRUE
267;SPECIES;ACCEPTED;BR;FALSE;FALSE
268;GENUS;DOUBTFUL;BR;TRUE;TRUE
269;SPECIES;ACCEPTED;BR;TRUE;FALSE
270;SPECIES;ACCEPTED;BR;TRUE;FALSE
271;GENUS;ACCEPTED;BR;FALSE;FALSE
272;SPECIES;ACCEPTED;BR;TRUE;FALSE
273;GENUS;DOUBTFUL;BR;TRUE;TRUE
274;GENUS;DOUBTFUL;BR;TRUE;TRUE
275;SPECIES;ACCEPTED;BR;FALSE;FALSE
276;GENUS;DOUBTFUL;BR;TRUE;TRUE
277;SPECIES;ACCEPTED;BR;TRUE;FALSE
278;SPECIES;ACCEPTED;BR;FALSE;FALSE
279;GENUS;DOUBTFUL;BR;TRUE;TRUE
280;GENUS;DOUBTFUL;BR;TRUE;TRUE
281;GENUS;DOUBTFUL;BR;TRUE;TRUE
282;SPECIES;ACCEPTED;BR;FALSE;FALSE
283;GENUS;DOUBTFUL;BR;TRUE;TRUE
284;GENUS;DOUBTFUL;BR;TRUE;TRUE
285;SPECIES;ACCEPTED;BR;TRUE;FALSE
286;GENUS;ACCEPTED;BR;FALSE;FALSE
287;SPECIES;ACCEPTED;BR;TRUE;FALSE
288;SPECIES;ACCEPTED;BR;FALSE;FALSE
289;GENUS;DOUBTFUL;BR;TRUE;TRUE
290;GENUS;DOUBTFUL;BR;TRUE;TRUE
291;SPECIES;ACCEPTED;BR;FALSE;FALSE
292;GENUS;DOUBTFUL;BR;TRUE;TRUE
293;SPECIES;ACCEPTED;BR;TRUE;FALSE
294;GENUS;ACCEPTED;BR;FALSE;FALSE
295;SPECIES;ACCEPTED;BR;FALSE;FALSE
296;GENUS;DOUBTFUL;BR;TRUE;FALSE
297;SPECIES;ACCEPTED;BR;TRUE;FALSE
298;GENUS;ACCEPTED;BR;FALSE;FALSE
299;GENUS;DOUBTFUL;BR;TRUE;TRUE
300;GENUS;DOUBTFUL;BR;TRUE;TRUE
301;GENUS;ACCEPTED;BR;TRUE;FALSE
302;GENUS;DOUBTFUL;BR;TRUE;TRUE
303;SPECIES;ACCEPTED;BR;TRUE;FALSE
304;SPECIES;DOUBTFUL;BR;TRUE;FALSE
305;GENUS;DOUBTFUL;BR;TRUE;TRUE
306;GENUS;DOUBTFUL;BR;TRUE;TRUE
307;GENUS;DOUBTFUL;BR;TRUE;TRUE
308;GENUS;ACCEPTED;BR;FALSE;FALSE
309;GENUS;DOUBTFUL;BR;TRUE;TRUE
310;SPECIES;SYNONYM;BR;TRUE;FALSE
311;KINGDOM;;BR;TRUE;FALSE
312;GENUS;DOUBTFUL;BR;TRUE;TRUE
313;GENUS;DOUBTFUL;BR;TRUE;FALSE
314;GENUS;ACCEPTED;BR;FALSE;FALSE
315;SPECIES;ACCEPTED;BR;TRUE;FALSE
316;SPECIES;ACCEPTED;BR;TRUE;FALSE
317;SPECIES;ACCEPTED;BR;TRUE;FALSE
318;GENUS;ACCEPTED;BR;FALSE;FALSE
319;GENUS;ACCEPTED;BR;FALSE;FALSE
320;SPECIES;ACCEPTED;BR;TRUE;FALSE
321;SPECIES;ACCEPTED;BR;TRUE;FALSE
322;GENUS;DOUBTFUL;BR;TRUE;TRUE
323;SPECIES;ACCEPTED;BR;TRUE;FALSE
324;SPECIES;ACCEPTED;BR;TRUE;FALSE
325;GENUS;DOUBTFUL;BR;TRUE;TRUE
326;SPECIES;ACCEPTED;BR;TRUE;FALSE
327;SPECIES;ACCEPTED;BR;TRUE;FALSE
328;GENUS;DOUBTFUL;BR;TRUE;TRUE
329;GENUS;DOUBTFUL;BR;TRUE;TRUE
330;GENUS;DOUBTFUL;BR;TRUE;FALSE
331;SPECIES;ACCEPTED;BR;TRUE;FALSE
332;SPECIES;ACCEPTED;BR;TRUE;FALSE
333;CLASS;SYNONYM;BR;TRUE;FALSE
334;CLASS;SYNONYM;BR;TRUE;FALSE
335;FAMILY;ACCEPTED;BR;TRUE;FALSE
336;CLASS;SYNONYM;BR;TRUE;FALSE
337;FAMILY;ACCEPTED;BR;FALSE;FALSE
338;FAMILY;ACCEPTED;BR;TRUE;FALSE
339;FAMILY;ACCEPTED;BR;TRUE;FALSE
340;FAMILY;ACCEPTED;BR;TRUE;FALSE
341;FAMILY;ACCEPTED;BR;TRUE;FALSE
342;FAMILY;ACCEPTED;BR;TRUE;FALSE
343;CLASS;ACCEPTED;BR;TRUE;FALSE
344;CLASS;SYNONYM;BR;TRUE;FALSE
345;CLASS;SYNONYM;BR;TRUE;FALSE
346;FAMILY;ACCEPTED;BR;TRUE;FALSE
347;FAMILY;ACCEPTED;BR;TRUE;FALSE
348;CLASS;SYNONYM;BR;TRUE;FALSE
349;CLASS;SYNONYM;BR;TRUE;FALSE
350;CLASS;SYNONYM;BR;FALSE;FALSE
351;CLASS;SYNONYM;BR;TRUE;FALSE
352;CLASS;SYNONYM;BR;TRUE;FALSE
353;CLASS;SYNONYM;BR;TRUE;FALSE
354;FAMILY;ACCEPTED;BR;TRUE;FALSE
355;FAMILY;ACCEPTED;BR;TRUE;FALSE
356;CLASS;SYNONYM;BR;TRUE;FALSE
357;CLASS;SYNONYM;BR;TRUE;FALSE
358;FAMILY;ACCEPTED;BR;TRUE;FALSE
359;CLASS;SYNONYM;BR;TRUE;FALSE
360;CLASS;SYNONYM;BR;TRUE;FALSE
361;CLASS;SYNONYM;BR;TRUE;FALSE
362;CLASS;SYNONYM;BR;TRUE;FALSE
363;FAMILY;ACCEPTED;BR;TRUE;FALSE
364;ORDER;DOUBTFUL;BR;TRUE;FALSE
365;FAMILY;ACCEPTED;BR;TRUE;FALSE
366;CLASS;SYNONYM;BR;TRUE;FALSE
367;CLASS;SYNONYM;BR;TRUE;FALSE
368;CLASS;SYNONYM;BR;TRUE;FALSE
369;CLASS;SYNONYM;BR;TRUE;FALSE
370;CLASS;SYNONYM;BR;TRUE;FALSE
371;CLASS;SYNONYM;BR;TRUE;FALSE
372;CLASS;ACCEPTED;BR;TRUE;FALSE
373;ORDER;DOUBTFUL;BR;TRUE;FALSE
374;CLASS;SYNONYM;BR;TRUE;FALSE
375;CLASS;SYNONYM;BR;TRUE;FALSE
376;CLASS;SYNONYM;BR;TRUE;FALSE
377;CLASS;SYNONYM;BR;TRUE;FALSE
378;ORDER;DOUBTFUL;BR;TRUE;FALSE
379;CLASS;SYNONYM;BR;TRUE;FALSE
380;CLASS;SYNONYM;BR;TRUE;FALSE
381;FAMILY;ACCEPTED;BR;TRUE;FALSE
382;FAMILY;ACCEPTED;BR;TRUE;FALSE
383;CLASS;SYNONYM;BR;TRUE;FALSE
384;ORDER;DOUBTFUL;BR;TRUE;FALSE
385;CLASS;SYNONYM;BR;TRUE;FALSE
386;ORDER;DOUBTFUL;BR;TRUE;FALSE
387;CLASS;SYNONYM;BR;TRUE;FALSE
388;CLASS;SYNONYM;BR;TRUE;FALSE
389;CLASS;SYNONYM;BR;TRUE;FALSE
390;ORDER;DOUBTFUL;BR;TRUE;FALSE
391;ORDER;DOUBTFUL;BR;TRUE;FALSE
392;ORDER;DOUBTFUL;BR;TRUE;FALSE
393;ORDER;DOUBTFUL;BR;TRUE;FALSE
394;ORDER;DOUBTFUL;BR;TRUE;FALSE
395;ORDER;DOUBTFUL;BR;TRUE;FALSE
396;CLASS;SYNONYM;BR;TRUE;FALSE
397;CLASS;SYNONYM;BR;TRUE;FALSE
398;FAMILY;ACCEPTED;BR;TRUE;FALSE
399;CLASS;SYNONYM;BR;TRUE;FALSE
400;ORDER;DOUBTFUL;BR;TRUE;FALSE
401;CLASS;SYNONYM;BR;TRUE;FALSE
402;ORDER;DOUBTFUL;BR;TRUE;FALSE
403;CLASS;SYNONYM;BR;TRUE;FALSE
404;CLASS;SYNONYM;BR;TRUE;FALSE
405;CLASS;SYNONYM;BR;TRUE;FALSE
406;ORDER;DOUBTFUL;BR;TRUE;FALSE
407;FAMILY;ACCEPTED;BR;TRUE;FALSE
408;ORDER;DOUBTFUL;BR;TRUE;FALSE
409;FAMILY;ACCEPTED;BR;TRUE;FALSE
410;ORDER;DOUBTFUL;BR;TRUE;FALSE
411;ORDER;DOUBTFUL;BR;TRUE;FALSE
412;ORDER;DOUBTFUL;BR;TRUE;FALSE
413;CLASS;SYNONYM;BR;TRUE;FALSE
414;ORDER;DOUBTFUL;BR;TRUE;FALSE
415;ORDER;DOUBTFUL;BR;TRUE;FALSE
416;ORDER;DOUBTFUL;BR;TRUE;FALSE
417;ORDER;DOUBTFUL;BR;TRUE;FALSE
418;FAMILY;ACCEPTED;BR;TRUE;FALSE
419;FAMILY;ACCEPTED;BR;TRUE;FALSE
420;CLASS;SYNONYM;BR;TRUE;FALSE
421;CLASS;SYNONYM;BR;TRUE;FALSE
422;ORDER;DOUBTFUL;BR;TRUE;FALSE
423;CLASS;SYNONYM;BR;TRUE;FALSE
424;ORDER;DOUBTFUL;BR;TRUE;FALSE
425;ORDER;DOUBTFUL;BR;TRUE;FALSE
426;ORDER;DOUBTFUL;BR;TRUE;FALSE
427;CLASS;SYNONYM;BR;TRUE;FALSE
428;ORDER;DOUBTFUL;BR;TRUE;FALSE
429;FAMILY;ACCEPTED;BR;TRUE;FALSE
430;ORDER;DOUBTFUL;BR;TRUE;FALSE
431;ORDER;DOUBTFUL;BR;TRUE;FALSE
432;ORDER;DOUBTFUL;BR;TRUE;FALSE
433;ORDER;DOUBTFUL;BR;TRUE;FALSE
434;ORDER;DOUBTFUL;BR;TRUE;FALSE
435;ORDER;DOUBTFUL;BR;TRUE;FALSE
436;ORDER;DOUBTFUL;BR;TRUE;FALSE
